"Estadillo","lat","lng","ClaIFN3","SubclaseIFN3","ClaIFN4","SubclaseIFN4","SpeciesID","SpeciesName","NtreesNFI2","NtreesNFI3","NtreesNFI4","AgeNFI3","AgeNFI4","SPdevelopmentNFI2","SPdevelopmentNFI2name","SPdevelopmentNFI3","SPdevelopmentNFI3name","SPdevelopmentNFI4","SPdevelopmentNFI4name","Origin1NFI3","Origin1NFI3_EN","Origin2NFI3","Origin2NFI3_EN","Origin1NFI4","Origin1NFI4_EN","Origin2NFI4","Origin2NFI4_EN","SPcoverNFI2","SPcoverNFI3","SPcoverNFI4","RegenerNFI2","RegenerNFI2_EN","RegenerNFI3","RegenerNFI3_EN","RegenerNFI4","RegenerNFI4_EN"
450,42.626461,-4.732908,"A","1",NA,NA,"21","Pinus sylvestris",23,52,NA,30,NA,NA,NA,3,"Polewood",NA,NA,2,"Artificial","B",NA,NA,NA,NA,NA,NA,90,NA,1,"1–4 stems",NA,NA,NA,NA
451,42.626645,-4.720718,"A","1",NA,NA,"25","Pinus nigra",6,10,NA,35,NA,NA,NA,4,"Old growth",NA,NA,2,"Artificial","A",NA,NA,NA,NA,NA,NA,20,NA,1,"1–4 stems",NA,NA,NA,NA
451,42.626645,-4.720718,"A","1",NA,NA,"26","Pinus pinaster",15,18,NA,35,NA,NA,NA,4,"Old growth",NA,NA,2,"Artificial","A",NA,NA,NA,NA,NA,NA,30,NA,0,NA,NA,NA,NA,NA
455,42.628916,-4.562246,"A","4","A","1","26","Pinus pinaster",10,14,18,0,0,"4","Old growth",4,"Old growth",4,"Old growth",2,"Artificial","J",NA,2,"Artificial",2,"Plantation",50,60,70,2,"5–15 stems",NA,NA,NA,NA
455,42.628916,-4.562246,"A","4","A","1","43","Quercus pyrenaica",1,NA,3,0,0,NA,NA,3,"Polewood",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,40,30,3,">15 stems",3,">15 stems",3,">15 stems"
456,42.629082,-4.550055,"A","4","A","1","43","Quercus pyrenaica",NA,2,3,0,0,NA,NA,2,"Thicket",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,20,20,3,">15 stems",3,">15 stems",3,">15 stems"
457,42.617089,-4.757033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
459,42.618893,-4.635154,"A","4","A","1","43","Quercus pyrenaica",1,NA,NA,NA,0,NA,NA,NA,NA,2,"Thicket",NA,NA,NA,NA,1,"Natural",4,"Mixed: seed and sprout",NA,NA,60,3,">15 stems",NA,NA,2,"5–15 stems"
459,42.618893,-4.635154,"A","4","A","1","44","Quercus faginea",NA,1,2,0,0,NA,NA,3,"Polewood",2,"Thicket",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,100,40,NA,NA,3,">15 stems",1,"1–4 stems"
460,42.619747,-4.57421,"A","1",NA,NA,"43","Quercus pyrenaica",7,10,NA,0,NA,NA,NA,3,"Polewood",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,100,NA,3,">15 stems",3,">15 stems",NA,NA
462,42.62008,-4.549832,"A","1",NA,NA,"43","Quercus pyrenaica",7,9,NA,0,NA,NA,NA,3,"Polewood",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,20,NA,3,">15 stems",3,">15 stems",NA,NA
464,42.606747,-4.842076,"A","4C","A","4","25","Pinus nigra",NA,15,32,15,0,"2","Thicket",2,"Thicket",3,"Polewood",2,"Artificial","B",NA,2,"Artificial",2,"Plantation",50,90,90,3,">15 stems",NA,NA,NA,NA
464,42.606747,-4.842076,"A","4C","A","4","43","Quercus pyrenaica",NA,NA,NA,0,0,NA,NA,2,"Thicket",2,"Thicket",1,"Natural","3","Coppice (stump or root sprout)",1,"Natural",4,"Mixed: seed and sprout",NA,10,10,3,">15 stems",3,">15 stems",2,"5–15 stems"
466,42.610745,-4.573983,"A","4","A","1","21","Pinus sylvestris",17,25,26,60,0,"4","Old growth",4,"Old growth",4,"Old growth",2,"Artificial","J",NA,2,"Artificial",2,"Plantation",70,70,80,0,NA,NA,NA,1,"1–4 stems"
466,42.610745,-4.573983,"A","4","A","1","43","Quercus pyrenaica",2,3,2,0,0,NA,NA,3,"Polewood",2,"Thicket",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,30,20,3,">15 stems",2,"5–15 stems",2,"5–15 stems"
467,42.611077,-4.549608,"A","1","A","4","25","Pinus nigra",6,38,31,25,0,"2","Thicket",3,"Polewood",3,"Polewood",2,"Artificial","A",NA,2,"Artificial",2,"Plantation",90,80,80,3,">15 stems",NA,NA,1,"1–4 stems"
467,42.611077,-4.549608,"A","1","A","4","43","Quercus pyrenaica",1,3,1,0,0,NA,NA,3,"Polewood",2,"Thicket",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,20,20,3,">15 stems",3,">15 stems",3,">15 stems"
469,42.597746,-4.841811,"A","1",NA,NA,"21","Pinus sylvestris",29,43,NA,30,NA,"3","Polewood",4,"Old growth",NA,NA,2,"Artificial","I",NA,NA,NA,NA,NA,80,70,NA,0,NA,NA,NA,NA,NA
469,42.597746,-4.841811,"A","1",NA,NA,"21","Pinus sylvestris",29,43,NA,30,NA,"2","Thicket",4,"Old growth",NA,NA,2,"Artificial","I",NA,NA,NA,NA,NA,40,70,NA,0,NA,NA,NA,NA,NA
469,42.597746,-4.841811,"A","1",NA,NA,"25","Pinus nigra",NA,NA,NA,30,NA,NA,NA,4,"Old growth",NA,NA,2,"Artificial","I",NA,NA,NA,NA,NA,NA,10,NA,0,NA,NA,NA,NA,NA
469,42.597746,-4.841811,"A","1",NA,NA,"43","Quercus pyrenaica",NA,1,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,20,NA,1,"1–4 stems",1,"1–4 stems",NA,NA
471,42.598709,-4.780894,"A","1",NA,NA,"43","Quercus pyrenaica",1,1,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","3","Coppice (stump or root sprout)",NA,NA,NA,NA,NA,20,NA,3,">15 stems",3,">15 stems",NA,NA
474,42.602239,-4.537199,"A","4","A","1","21","Pinus sylvestris",19,5,9,0,0,"3","Polewood",4,"Old growth",4,"Old growth",2,"Artificial","J",NA,2,"Artificial",2,"Plantation",90,50,50,NA,NA,NA,NA,1,"1–4 stems"
474,42.602239,-4.537199,"A","4","A","1","43","Quercus pyrenaica",NA,9,16,0,0,NA,NA,3,"Polewood",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,50,50,3,">15 stems",3,">15 stems",2,"5–15 stems"
476,42.590271,-4.744092,"A","1","A","4","21","Pinus sylvestris",11,20,15,40,0,"2","Thicket",4,"Old growth",4,"Old growth",2,"Artificial","C",NA,2,"Artificial",2,"Plantation",50,50,50,NA,NA,NA,NA,2,"5–15 stems"
476,42.590271,-4.744092,"A","1","A","4","21","Pinus sylvestris",11,20,15,40,0,"3","Polewood",4,"Old growth",4,"Old growth",2,"Artificial","C",NA,2,"Artificial",2,"Plantation",50,50,50,NA,NA,NA,NA,2,"5–15 stems"
476,42.590271,-4.744092,"A","1","A","4","25","Pinus nigra",13,23,16,40,0,NA,NA,4,"Old growth",4,"Old growth",2,"Artificial","C",NA,2,"Artificial",2,"Plantation",NA,40,40,NA,NA,NA,NA,1,"1–4 stems"
477,42.590639,-4.719727,"A","1",NA,NA,"25","Pinus nigra",17,51,NA,30,NA,NA,NA,3,"Polewood",NA,NA,2,"Artificial","B",NA,NA,NA,NA,NA,NA,100,NA,0,NA,NA,NA,NA,NA
480,42.593073,-4.549162,"A","1",NA,NA,"21","Pinus sylvestris",17,24,NA,0,NA,"3","Polewood",4,"Old growth",NA,NA,2,"Artificial","J",NA,NA,NA,NA,NA,80,70,NA,0,NA,NA,NA,NA,NA
480,42.593073,-4.549162,"A","1",NA,NA,"43","Quercus pyrenaica",NA,NA,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,20,NA,3,">15 stems",3,">15 stems",NA,NA
481,42.593237,-4.536978,"A","1",NA,NA,"43","Quercus pyrenaica",1,2,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,60,NA,3,">15 stems",3,">15 stems",NA,NA
483,42.58407,-4.548939,"A","4",NA,NA,"25","Pinus nigra",4,23,NA,15,NA,"2","Thicket",3,"Polewood",NA,NA,2,"Artificial","A",NA,NA,NA,NA,NA,90,60,NA,3,">15 stems",NA,NA,NA,NA
484,42.584234,-4.536757,"A","1",NA,NA,"43","Quercus pyrenaica",NA,NA,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,20,NA,3,">15 stems",3,">15 stems",NA,NA
485,42.574736,-4.573077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,42.575395,-4.524355,"A","4","A","4","25","Pinus nigra",13,31,28,25,0,"2","Thicket",3,"Polewood",3,"Polewood",2,"Artificial","B",NA,2,"Artificial",2,"Plantation",80,70,70,1,"1–4 stems",NA,NA,NA,NA
488,42.575395,-4.524355,"A","4","A","4","43","Quercus pyrenaica",NA,NA,2,0,0,NA,NA,3,"Polewood",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,20,20,2,"5–15 stems",NA,NA,1,"1–4 stems"
488,42.575395,-4.524355,"A","4","A","4","44","Quercus faginea",NA,NA,1,0,0,NA,NA,3,"Polewood",2,"Thicket",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,10,10,2,"5–15 stems",NA,NA,2,"5–15 stems"
489,42.563634,-4.718985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,42.5659,-4.560672,"A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,42.56623,-4.536315,"A","4","A","1","25","Pinus nigra",2,11,16,20,0,"2","Thicket",3,"Polewood",3,"Polewood",2,"Artificial","A",NA,2,"Artificial",2,"Plantation",90,60,60,2,"5–15 stems",NA,NA,NA,NA
492,42.56623,-4.536315,"A","4","A","1","43","Quercus pyrenaica",NA,4,7,0,0,NA,NA,3,"Polewood",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,40,40,3,">15 stems",3,">15 stems",3,">15 stems"
493,42.566392,-4.524136,"A","4",NA,NA,"25","Pinus nigra",2,26,NA,40,NA,"2","Thicket",3,"Polewood",NA,NA,2,"Artificial","J",NA,NA,NA,NA,NA,70,60,NA,1,"1–4 stems",NA,NA,NA,NA
493,42.566392,-4.524136,"A","4",NA,NA,"43","Quercus pyrenaica",NA,1,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,30,NA,3,">15 stems",3,">15 stems",NA,NA
496,42.55739,-4.523917,"A","4","A","1","25","Pinus nigra",4,17,26,40,0,"3","Polewood",3,"Polewood",3,"Polewood",2,"Artificial","J",NA,2,"Artificial",2,"Plantation",70,60,60,1,"1–4 stems",NA,NA,2,"5–15 stems"
496,42.55739,-4.523917,"A","4","A","1","37","Juniperus communis",NA,NA,NA,NA,0,NA,NA,NA,NA,2,"Thicket",NA,NA,NA,NA,1,"Natural",1,"Seed",NA,NA,10,NA,NA,2,"5–15 stems",2,"5–15 stems"
496,42.55739,-4.523917,"A","4","A","1","43","Quercus pyrenaica",NA,NA,NA,0,0,NA,NA,3,"Polewood",2,"Thicket",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,30,30,3,">15 stems",2,"5–15 stems",3,">15 stems"
497,42.545263,-4.742838,"A","4","A","1","21","Pinus sylvestris",19,11,9,0,0,"4","Old growth",4,"Old growth",4,"Old growth",3,"Naturalized","5","Mixed: seed and plantation",3,"Naturalized",5,"Mixed: seed and plantation",50,40,40,NA,NA,3,">15 stems",NA,NA
497,42.545263,-4.742838,"A","4","A","1","43","Quercus pyrenaica",5,9,17,0,0,NA,NA,3,"Polewood",3,"Polewood",1,"Natural","3","Coppice (stump or root sprout)",1,"Natural",4,"Mixed: seed and sprout",NA,50,50,3,">15 stems",3,">15 stems",3,">15 stems"
498,42.545448,-4.730665,"A","1",NA,NA,"43","Quercus pyrenaica",NA,NA,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","3","Coppice (stump or root sprout)",NA,NA,NA,NA,NA,20,NA,3,">15 stems",3,">15 stems",NA,NA
500,42.548225,-4.535873,"A","4",NA,NA,"25","Pinus nigra",1,34,NA,0,NA,"2","Thicket",3,"Polewood",NA,NA,3,"Naturalized","5","Mixed: seed and plantation",NA,NA,NA,NA,90,80,NA,1,"1–4 stems",NA,NA,NA,NA
500,42.548225,-4.535873,"A","4",NA,NA,"43","Quercus pyrenaica",NA,NA,NA,0,NA,NA,NA,3,"Polewood",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,20,NA,3,">15 stems",1,"1–4 stems",NA,NA
501,42.548387,-4.523698,"A","1",NA,NA,"25","Pinus nigra",3,18,NA,0,NA,"2","Thicket",3,"Polewood",NA,NA,3,"Naturalized","5","Mixed: seed and plantation",NA,NA,NA,NA,70,70,NA,1,"1–4 stems",NA,NA,NA,NA
501,42.548387,-4.523698,"A","1",NA,NA,"42","Quercus petraea",NA,NA,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,10,NA,3,">15 stems",NA,NA,NA,NA
501,42.548387,-4.523698,"A","1",NA,NA,"43","Quercus pyrenaica",NA,NA,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,10,NA,3,">15 stems",3,">15 stems",NA,NA
503,42.539222,-4.535652,"A","4","A","4","25","Pinus nigra",4,28,38,25,0,"2","Thicket",3,"Polewood",3,"Polewood",2,"Artificial","B",NA,2,"Artificial",2,"Plantation",90,80,80,1,"1–4 stems",NA,NA,NA,NA
503,42.539222,-4.535652,"A","4","A","4","43","Quercus pyrenaica",NA,NA,NA,0,0,NA,NA,2,"Thicket",2,"Thicket",1,"Natural","3","Coppice (stump or root sprout)",1,"Natural",4,"Mixed: seed and sprout",NA,20,20,3,">15 stems",2,"5–15 stems",3,">15 stems"
507,42.516541,-4.851597,"A","4",NA,NA,"25","Pinus nigra",12,34,NA,0,NA,"2","Thicket",3,"Polewood",NA,NA,2,"Artificial","C",NA,NA,NA,NA,NA,40,80,NA,1,"1–4 stems",1,"1–4 stems",NA,NA
507,42.516541,-4.851597,"A","4",NA,NA,"25","Pinus nigra",12,34,NA,0,NA,"2","Thicket",3,"Polewood",NA,NA,2,"Artificial","C",NA,NA,NA,NA,NA,90,80,NA,1,"1–4 stems",1,"1–4 stems",NA,NA
507,42.516541,-4.851597,"A","4",NA,NA,"43","Quercus pyrenaica",NA,NA,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","3","Coppice (stump or root sprout)",NA,NA,NA,NA,NA,20,NA,NA,NA,3,">15 stems",NA,NA
509,42.50754,-4.851331,"A","4","A","1","25","Pinus nigra",9,26,23,20,0,"2","Thicket",4,"Old growth",4,"Old growth",2,"Artificial","A",NA,2,"Artificial",2,"Plantation",90,60,70,1,"1–4 stems",NA,NA,2,"5–15 stems"
509,42.50754,-4.851331,"A","4","A","1","43","Quercus pyrenaica",NA,NA,NA,0,0,NA,NA,2,"Thicket",2,"Thicket",1,"Natural","3","Coppice (stump or root sprout)",1,"Natural",4,"Mixed: seed and sprout",NA,20,20,3,">15 stems",3,">15 stems",3,">15 stems"
511,42.509806,-4.705337,NA,NA,NA,NA,"43","Quercus pyrenaica",1,NA,NA,0,NA,"2","Thicket",2,"Thicket",NA,NA,1,"Natural","3","Coppice (stump or root sprout)",NA,NA,NA,NA,90,100,NA,3,">15 stems",1,"1–4 stems",NA,NA
513,42.511213,-4.607999,"A","4","A","1","25","Pinus nigra",15,18,29,15,0,"3","Polewood",3,"Polewood",4,"Old growth",2,"Artificial","A",NA,2,"Artificial",2,"Plantation",40,40,50,0,NA,NA,NA,NA,NA
513,42.511213,-4.607999,"A","4","A","1","43","Quercus pyrenaica",NA,1,NA,0,0,NA,NA,2,"Thicket",2,"Thicket",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,10,10,3,">15 stems",NA,NA,1,"1–4 stems"
515,42.51143902,-4.58340482,NA,NA,"A","1","43","Quercus pyrenaica",NA,NA,2,0,0,"2","Thicket",3,"Polewood",2,"Thicket",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",90,90,100,3,">15 stems",1,"1–4 stems",3,">15 stems"
517,42.502717,-4.57127,"A","1",NA,NA,"25","Pinus nigra",5,16,NA,0,NA,"3","Polewood",3,"Polewood",NA,NA,2,"Artificial","J",NA,NA,NA,NA,NA,70,60,NA,0,NA,NA,NA,NA,NA
517,42.502717,-4.57127,"A","1",NA,NA,"25","Pinus nigra",5,16,NA,0,NA,"2","Thicket",3,"Polewood",NA,NA,2,"Artificial","J",NA,NA,NA,NA,NA,70,60,NA,0,NA,NA,NA,NA,NA
517,42.502717,-4.57127,"A","1",NA,NA,"43","Quercus pyrenaica",NA,NA,NA,0,NA,NA,NA,3,"Polewood",NA,NA,1,"Natural","3","Coppice (stump or root sprout)",NA,NA,NA,NA,NA,20,NA,3,">15 stems",2,"5–15 stems",NA,NA
518,42.657522,-4.440955,"A","1",NA,NA,"21","Pinus sylvestris",NA,NA,NA,0,NA,NA,NA,4,"Old growth",NA,NA,2,"Artificial","J",NA,NA,NA,NA,NA,NA,20,NA,1,"1–4 stems",NA,NA,NA,NA
518,42.657522,-4.440955,"A","1",NA,NA,"26","Pinus pinaster",33,21,NA,70,NA,"4","Old growth",4,"Old growth",NA,NA,2,"Artificial","J",NA,NA,NA,NA,NA,80,70,NA,1,"1–4 stems",NA,NA,NA,NA
518,42.657522,-4.440955,"A","1",NA,NA,"43","Quercus pyrenaica",NA,NA,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,10,NA,1,"1–4 stems",NA,NA,NA,NA
520,42.657827,-4.416561,"A","4C","A","1","43","Quercus pyrenaica",NA,1,7,0,0,NA,NA,3,"Polewood",2,"Thicket",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,90,90,3,">15 stems",3,">15 stems",3,">15 stems"
521,42.638734,-4.501507,"A","1",NA,NA,"43","Quercus pyrenaica",NA,NA,NA,0,NA,NA,NA,3,"Polewood",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,20,NA,1,"1–4 stems",NA,NA,NA,NA
523,42.63931106,-4.4647083,NA,NA,"A","1","43","Quercus pyrenaica",NA,NA,3,0,0,NA,NA,3,"Polewood",2,"Thicket",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,80,90,3,">15 stems",2,"5–15 stems",3,">15 stems"
524,42.630048,-4.476907,"A","3E","A","1","26","Pinus pinaster",40,25,2,NA,NA,"4","Old growth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,1,"1–4 stems",NA,NA,NA,NA
524,42.630048,-4.476907,"A","3E","A","1","43","Quercus pyrenaica",NA,10,23,0,0,NA,NA,3,"Polewood",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,90,90,2,"5–15 stems",3,">15 stems",3,">15 stems"
526,42.621202,-4.464505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
531,42.584559,-4.512392,"A","1",NA,NA,"43","Quercus pyrenaica",NA,1,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,30,NA,3,">15 stems",3,">15 stems",NA,NA
535,42.576033,-4.475632,"A","1",NA,NA,"26","Pinus pinaster",6,20,NA,0,NA,"4","Old growth",4,"Old growth",NA,NA,1,"Natural","1","Seed",NA,NA,NA,NA,70,80,NA,2,"5–15 stems",NA,NA,NA,NA
535,42.576033,-4.475632,"A","1",NA,NA,"43","Quercus pyrenaica",NA,NA,NA,0,NA,NA,NA,3,"Polewood",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,20,NA,1,"1–4 stems",1,"1–4 stems",NA,NA
538,42.576801,-4.414725,"A","1",NA,NA,"25","Pinus nigra",26,27,NA,0,NA,"4","Old growth",4,"Old growth",NA,NA,3,"Naturalized","5","Mixed: seed and plantation",NA,NA,NA,NA,90,90,NA,1,"1–4 stems",NA,NA,NA,NA
540,42.56703,-4.475419,"A","4","A","1","26","Pinus pinaster",42,29,33,0,0,"3","Polewood",4,"Old growth",4,"Old growth",3,"Naturalized","5","Mixed: seed and plantation",3,"Naturalized",5,"Mixed: seed and plantation",80,60,70,2,"5–15 stems",NA,NA,NA,NA
540,42.56703,-4.475419,"A","4","A","1","43","Quercus pyrenaica",NA,NA,1,0,0,NA,NA,2,"Thicket",2,"Thicket",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,20,10,3,">15 stems",2,"5–15 stems",2,"5–15 stems"
541,42.567186,-4.46324,"A","4","A","1","26","Pinus pinaster",42,29,15,0,0,"4","Old growth",4,"Old growth",4,"Old growth",3,"Naturalized","5","Mixed: seed and plantation",3,"Naturalized",5,"Mixed: seed and plantation",80,80,80,2,"5–15 stems",NA,NA,NA,NA
541,42.567186,-4.46324,"A","4","A","1","43","Quercus pyrenaica",1,NA,1,0,0,NA,NA,3,"Polewood",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,20,20,3,">15 stems",2,"5–15 stems",3,">15 stems"
543,42.567647,-4.426701,"A","1",NA,NA,"43","Quercus pyrenaica",2,2,NA,0,NA,NA,NA,3,"Polewood",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,30,NA,3,">15 stems",3,">15 stems",NA,NA
544,42.567948,-4.402342,"A","1",NA,NA,"25","Pinus nigra",19,12,NA,0,NA,NA,NA,4,"Old growth",NA,NA,3,"Naturalized","5","Mixed: seed and plantation",NA,NA,NA,NA,NA,40,NA,1,"1–4 stems",2,"5–15 stems",NA,NA
545,42.568096,-4.390162,"A","4","A","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
547,42.557551,-4.51174,"A","4","A","1","43","Quercus pyrenaica",NA,4,5,0,0,"2","Thicket",2,"Thicket",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",60,20,40,3,">15 stems",2,"5–15 stems",3,">15 stems"
548,42.557711,-4.499562,"A","1",NA,NA,"43","Quercus pyrenaica",1,5,NA,0,NA,NA,NA,3,"Polewood",NA,NA,1,"Natural","3","Coppice (stump or root sprout)",NA,NA,NA,NA,NA,30,NA,1,"1–4 stems",NA,NA,NA,NA
550,42.548549,-4.511522,"A","1",NA,NA,"25","Pinus nigra",6,26,NA,0,NA,"3","Polewood",4,"Old growth",NA,NA,2,"Artificial","J",NA,NA,NA,NA,NA,70,60,NA,0,NA,NA,NA,NA,NA
550,42.548549,-4.511522,"A","1",NA,NA,"43","Quercus pyrenaica",NA,NA,NA,0,NA,NA,NA,3,"Polewood",NA,NA,1,"Natural","3","Coppice (stump or root sprout)",NA,NA,NA,NA,NA,20,NA,3,">15 stems",3,">15 stems",NA,NA
552,42.549181,-4.462819,"A","4",NA,NA,"43","Quercus pyrenaica",24,3,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,100,NA,3,">15 stems",3,">15 stems",NA,NA
554,42.530543,-4.511088,"A","1",NA,NA,"25","Pinus nigra",13,22,NA,0,NA,"3","Polewood",3,"Polewood",NA,NA,3,"Naturalized","5","Mixed: seed and plantation",NA,NA,NA,NA,60,70,NA,1,"1–4 stems",NA,NA,NA,NA
554,42.530543,-4.511088,"A","1",NA,NA,"43","Quercus pyrenaica",NA,NA,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,10,NA,3,">15 stems",2,"5–15 stems",NA,NA
558,42.512698,-4.498485,NA,NA,"A","1","25","Pinus nigra",6,NA,4,5,0,NA,NA,2,"Thicket",2,"Thicket",2,"Artificial","A",NA,2,"Artificial",2,"Plantation",NA,90,80,1,"1–4 stems",NA,NA,NA,NA
558,42.512698,-4.498485,NA,NA,"A","1","26","Pinus pinaster",8,NA,NA,NA,NA,"3","Polewood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,1,"1–4 stems",NA,NA,NA,NA
558,42.512698,-4.498485,NA,NA,"A","1","43","Quercus pyrenaica",NA,NA,NA,0,0,NA,NA,2,"Thicket",2,"Thicket",1,"Natural","3","Coppice (stump or root sprout)",1,"Natural",4,"Mixed: seed and sprout",NA,10,10,1,"1–4 stems",NA,NA,NA,NA
558,42.512698,-4.498485,NA,NA,"A","1","45","Quercus ilex",1,NA,NA,NA,0,NA,NA,NA,NA,2,"Thicket",NA,NA,NA,NA,1,"Natural",4,"Mixed: seed and sprout",NA,NA,10,3,">15 stems",NA,NA,NA,NA
559,42.512856,-4.486317,"A","1","A","4","43","Quercus pyrenaica",2,4,4,0,0,"3","Polewood",2,"Thicket",2,"Thicket",1,"Natural","3","Coppice (stump or root sprout)",1,"Natural",4,"Mixed: seed and sprout",40,30,20,3,">15 stems",2,"5–15 stems",2,"5–15 stems"
559,42.512856,-4.486317,"A","1","A","4","45","Quercus ilex",NA,NA,NA,NA,0,NA,NA,NA,NA,2,"Thicket",NA,NA,NA,NA,1,"Natural",4,"Mixed: seed and sprout",NA,NA,10,1,"1–4 stems",1,"1–4 stems",NA,NA
560,42.513014,-4.474148,"A","4C","A","1","25","Pinus nigra",NA,8,17,0,0,NA,NA,3,"Polewood",3,"Polewood",3,"Naturalized","5","Mixed: seed and plantation",3,"Naturalized",5,"Mixed: seed and plantation",NA,50,50,1,"1–4 stems",NA,NA,NA,NA
560,42.513014,-4.474148,"A","4C","A","1","45","Quercus ilex",NA,7,12,0,0,"3","Polewood",3,"Polewood",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",50,50,50,NA,NA,1,"1–4 stems",1,"1–4 stems"
